,DateTime,Thermocouple Temperature (C),Sensor Temp (Hz),Sensor Moist (Hz)
3125,2017-10-05 11:17:02.844320,46.25,11627.91,12987.0
3126,2017-10-05 11:17:03.883461,46.25,10752.69,13333.0
3127,2017-10-05 11:17:04.923082,46.25,10869.57,13333.0
3128,2017-10-05 11:17:05.946605,46.25,9803.92,13333.0
3129,2017-10-05 11:17:06.986068,45.5,10204.08,13157.0
3130,2017-10-05 11:17:08.025671,46.5,11363.64,13513.0
3131,2017-10-05 11:17:09.065754,45.5,10989.01,13513.0
3132,2017-10-05 11:17:10.104789,46.25,10752.69,13157.0
3133,2017-10-05 11:17:11.128016,46.25,11235.96,13333.0
3134,2017-10-05 11:17:12.167063,46.0,10101.01,13157.0
3135,2017-10-05 11:17:13.206502,45.75,10000.0,13157.0
3136,2017-10-05 11:17:14.246028,46.0,10869.57,13333.0
3137,2017-10-05 11:17:15.269845,46.0,10752.69,13333.0
3138,2017-10-05 11:17:16.309676,45.75,11627.91,13513.0
3139,2017-10-05 11:17:17.348965,45.75,10752.69,13513.0
3140,2017-10-05 11:17:18.388329,45.75,10638.3,13333.0
3141,2017-10-05 11:17:19.427649,45.75,10309.28,13157.0
3142,2017-10-05 11:17:20.451001,45.75,10309.28,13333.0
3143,2017-10-05 11:17:21.490128,45.75,10101.01,13157.0
3144,2017-10-05 11:17:22.529547,46.0,10752.69,13333.0
3145,2017-10-05 11:17:23.569203,46.0,11235.96,13333.0
3146,2017-10-05 11:17:24.608730,46.0,11235.96,13513.0
3147,2017-10-05 11:17:25.632281,45.75,10638.3,13333.0
3148,2017-10-05 11:17:26.672246,46.25,10989.01,13513.0
3149,2017-10-05 11:17:27.711380,46.25,10101.01,13513.0
3150,2017-10-05 11:17:28.751359,46.0,11363.64,13333.0
3151,2017-10-05 11:17:29.774804,46.25,10869.57,13513.0
3152,2017-10-05 11:17:30.814254,46.25,11235.96,13333.0
3153,2017-10-05 11:17:31.854073,45.75,10869.57,13513.0
3154,2017-10-05 11:17:32.893359,45.75,10638.3,12987.0
3155,2017-10-05 11:17:33.933054,46.25,11111.11,13513.0
3156,2017-10-05 11:17:34.956767,46.0,10752.69,13157.0
3157,2017-10-05 11:17:35.996359,45.75,10989.01,13157.0
3158,2017-10-05 11:17:37.035807,46.25,10638.3,13333.0
3159,2017-10-05 11:17:38.075372,45.75,10204.08,13157.0
3160,2017-10-05 11:17:39.099324,45.5,10638.3,13513.0
3161,2017-10-05 11:17:40.138578,45.75,11111.11,12987.0
3162,2017-10-05 11:17:41.178321,45.5,10752.69,13698.0
3163,2017-10-05 11:17:42.217624,45.75,10101.01,12987.0
3164,2017-10-05 11:17:43.257250,45.75,10638.3,13333.0
3165,2017-10-05 11:17:44.280777,46.25,11235.96,13333.0
3166,2017-10-05 11:17:45.320380,45.75,10638.3,13333.0
3167,2017-10-05 11:17:46.359793,46.25,11235.96,13333.0
3168,2017-10-05 11:17:47.399456,46.25,11494.25,13333.0
3169,2017-10-05 11:17:48.423031,46.25,10638.3,13513.0
3170,2017-10-05 11:17:49.462678,45.5,10752.69,13157.0
3171,2017-10-05 11:17:50.501880,46.0,10638.3,13157.0
3172,2017-10-05 11:17:51.540680,46.25,10638.3,13513.0
3173,2017-10-05 11:17:52.580198,46.0,11627.91,13513.0
3174,2017-10-05 11:17:53.603759,46.25,9900.99,13333.0
3175,2017-10-05 11:17:54.643317,46.0,10752.69,13333.0
3176,2017-10-05 11:17:55.682922,46.0,9523.81,13333.0
3177,2017-10-05 11:17:56.722803,45.75,10752.69,13513.0
3178,2017-10-05 11:17:57.762413,46.0,10752.69,13513.0
3179,2017-10-05 11:17:58.785701,46.0,11111.11,12987.0
3180,2017-10-05 11:17:59.825211,46.0,10638.3,13333.0
3181,2017-10-05 11:18:00.864808,46.25,11235.96,13513.0
3182,2017-10-05 11:18:01.904263,45.5,10416.67,12987.0
3183,2017-10-05 11:18:02.927896,46.0,10638.3,12987.0
3184,2017-10-05 11:18:03.967429,45.75,10638.3,13333.0
3185,2017-10-05 11:18:05.007009,46.0,10638.3,13333.0
3186,2017-10-05 11:18:06.046605,46.0,10638.3,13333.0
3187,2017-10-05 11:18:07.086135,46.0,10638.3,13513.0
3188,2017-10-05 11:18:08.109654,46.0,11235.96,12987.0
3189,2017-10-05 11:18:09.149400,46.0,9615.38,12987.0
3190,2017-10-05 11:18:10.188832,46.0,10752.69,13513.0
3191,2017-10-05 11:18:11.228632,45.75,9523.81,14705.0
3192,2017-10-05 11:18:12.251997,45.5,11363.64,12987.0
3193,2017-10-05 11:18:13.291608,45.25,10000.0,13157.0
3194,2017-10-05 11:18:14.331179,45.25,9615.38,13157.0
3195,2017-10-05 11:18:15.370706,45.75,10638.3,13698.0
3196,2017-10-05 11:18:16.410375,45.75,10638.3,13333.0
3197,2017-10-05 11:18:17.433955,46.0,9900.99,13157.0
3198,2017-10-05 11:18:18.473499,45.25,10989.01,13333.0
3199,2017-10-05 11:18:19.512799,46.0,10638.3,13513.0
3200,2017-10-05 11:18:20.552161,45.0,10000.0,13333.0
3201,2017-10-05 11:18:21.591709,45.75,10638.3,13513.0
3202,2017-10-05 11:18:22.615301,45.75,10000.0,13157.0
3203,2017-10-05 11:18:23.654616,45.5,10204.08,13333.0
3204,2017-10-05 11:18:24.693858,45.75,9708.74,13513.0
3205,2017-10-05 11:18:25.733236,45.0,10638.3,13157.0
3206,2017-10-05 11:18:26.756830,45.25,11111.11,14084.0
3207,2017-10-05 11:18:27.796492,45.75,10638.3,13333.0
3208,2017-10-05 11:18:28.835970,45.5,10869.57,12987.0
3209,2017-10-05 11:18:29.875828,45.75,10638.3,13333.0
3210,2017-10-05 11:18:30.915355,45.75,10638.3,13333.0
3211,2017-10-05 11:18:31.938785,45.75,10638.3,13333.0
3212,2017-10-05 11:18:32.978836,45.75,10638.3,13157.0
3213,2017-10-05 11:18:34.017944,46.0,10638.3,13333.0
3214,2017-10-05 11:18:35.057560,45.75,10752.69,13333.0
3215,2017-10-05 11:18:36.081082,45.75,10000.0,12987.0
3216,2017-10-05 11:18:37.120551,45.5,11235.96,12987.0
3217,2017-10-05 11:18:38.160413,46.0,10638.3,13513.0
3218,2017-10-05 11:18:39.200002,45.75,10638.3,13513.0
3219,2017-10-05 11:18:40.239230,46.25,10638.3,13513.0
3220,2017-10-05 11:18:41.263164,45.5,10638.3,13157.0
3221,2017-10-05 11:18:42.302668,45.0,10638.3,12987.0
3222,2017-10-05 11:18:43.342312,45.75,10101.01,13333.0
3223,2017-10-05 11:18:44.381534,45.75,10204.08,13333.0
3224,2017-10-05 11:18:45.420952,46.0,10638.3,13698.0
3225,2017-10-05 11:18:46.444643,45.5,10526.32,13333.0
3226,2017-10-05 11:18:47.484263,45.25,10638.3,13333.0
3227,2017-10-05 11:18:48.523909,45.75,10638.3,13333.0
3228,2017-10-05 11:18:49.563592,45.5,10638.3,13333.0
3229,2017-10-05 11:18:50.586953,45.5,10638.3,13157.0
3230,2017-10-05 11:18:51.626785,45.5,10989.01,12987.0
3231,2017-10-05 11:18:52.666434,45.25,9708.74,13333.0
3232,2017-10-05 11:18:53.705763,46.25,10638.3,13333.0
3233,2017-10-05 11:18:54.745455,45.75,10101.01,13157.0
3234,2017-10-05 11:18:55.768770,45.25,10638.3,13333.0
3235,2017-10-05 11:18:56.808355,45.75,10638.3,13157.0
3236,2017-10-05 11:18:57.847806,45.75,9900.99,13333.0
3237,2017-10-05 11:18:58.887648,45.5,11111.11,12987.0
3238,2017-10-05 11:18:59.911621,45.5,10869.57,13157.0
3239,2017-10-05 11:19:00.950936,45.0,10989.01,13333.0
3240,2017-10-05 11:19:01.990423,46.0,10638.3,13333.0
3241,2017-10-05 11:19:03.029874,45.75,10989.01,13513.0
3242,2017-10-05 11:19:04.069482,46.0,10638.3,13157.0
3243,2017-10-05 11:19:05.093223,45.5,10638.3,12987.0
3244,2017-10-05 11:19:06.132629,45.5,10638.3,13333.0
3245,2017-10-05 11:19:07.172209,45.5,10638.3,12987.0
3246,2017-10-05 11:19:08.211942,45.5,10638.3,13157.0
3247,2017-10-05 11:19:09.235419,46.0,10638.3,13157.0
3248,2017-10-05 11:19:10.275234,45.5,10526.32,13333.0
3249,2017-10-05 11:19:11.314558,45.25,10752.69,13157.0
3250,2017-10-05 11:19:12.354109,45.5,10526.32,13157.0
3251,2017-10-05 11:19:13.393807,45.5,10989.01,13333.0
3252,2017-10-05 11:19:14.417527,45.25,10526.32,12500.0
3253,2017-10-05 11:19:15.456839,45.5,10526.32,13157.0
3254,2017-10-05 11:19:16.496710,45.5,10638.3,13513.0
3255,2017-10-05 11:19:17.536002,45.5,11363.64,13513.0
3256,2017-10-05 11:19:18.559587,45.75,9615.38,12987.0
3257,2017-10-05 11:19:19.599243,45.25,10526.32,13157.0
3258,2017-10-05 11:19:20.638979,45.5,10526.32,13513.0
3259,2017-10-05 11:19:21.678235,45.5,10526.32,13333.0
3260,2017-10-05 11:19:22.717621,45.5,10752.69,13157.0
3261,2017-10-05 11:19:23.740929,45.5,9900.99,13157.0
3262,2017-10-05 11:19:24.780418,45.5,10000.0,13333.0
3263,2017-10-05 11:19:25.819909,45.0,10638.3,13333.0
3264,2017-10-05 11:19:26.859463,45.5,10752.69,13157.0
3265,2017-10-05 11:19:27.883368,45.25,10526.32,13333.0
3266,2017-10-05 11:19:28.922699,45.5,10000.0,13333.0
3267,2017-10-05 11:19:29.962315,45.5,10526.32,13513.0
3268,2017-10-05 11:19:31.001991,45.5,10638.3,13513.0
3269,2017-10-05 11:19:32.041322,45.0,10526.32,13157.0
3270,2017-10-05 11:19:33.064933,45.75,10204.08,13333.0
3271,2017-10-05 11:19:34.104562,45.0,10638.3,13157.0
3272,2017-10-05 11:19:35.144140,45.5,11235.96,13513.0
3273,2017-10-05 11:19:36.183840,45.5,10526.32,13333.0
3274,2017-10-05 11:19:37.223126,45.25,10526.32,13513.0
3275,2017-10-05 11:19:38.246029,45.25,9615.38,12987.0
3276,2017-10-05 11:19:39.285317,45.25,10638.3,13157.0
3277,2017-10-05 11:19:40.324589,45.25,10638.3,13157.0
3278,2017-10-05 11:19:41.364302,45.25,10638.3,13157.0
3279,2017-10-05 11:19:42.388448,45.5,10869.57,13157.0
3280,2017-10-05 11:19:43.427462,45.5,10869.57,13157.0
3281,2017-10-05 11:19:44.467346,45.25,10989.01,13513.0
3282,2017-10-05 11:19:45.506942,45.0,10638.3,13157.0
3283,2017-10-05 11:19:46.546290,45.5,10752.69,13333.0
3284,2017-10-05 11:19:47.569799,45.25,11235.96,13513.0
3285,2017-10-05 11:19:48.609279,45.25,10638.3,13157.0
3286,2017-10-05 11:19:49.648933,45.0,10989.01,13333.0
3287,2017-10-05 11:19:50.688453,45.25,10638.3,13157.0
3288,2017-10-05 11:19:51.712232,45.25,9433.96,13157.0
3289,2017-10-05 11:19:52.751588,45.5,10526.32,13157.0
3290,2017-10-05 11:19:53.791142,44.75,10869.57,13333.0
3291,2017-10-05 11:19:54.830606,45.25,10526.32,13157.0
3292,2017-10-05 11:19:55.870232,45.25,10752.69,13157.0
3293,2017-10-05 11:19:56.894357,45.25,10638.3,13333.0
3294,2017-10-05 11:19:57.933500,44.75,10526.32,13698.0
3295,2017-10-05 11:19:58.972985,45.0,11111.11,13513.0
3296,2017-10-05 11:20:00.012618,45.5,10526.32,13333.0
3297,2017-10-05 11:20:01.052065,45.25,10526.32,13333.0
3298,2017-10-05 11:20:02.075779,45.0,10526.32,13333.0
3299,2017-10-05 11:20:03.115290,44.75,10526.32,13157.0
3300,2017-10-05 11:20:04.154826,45.25,10526.32,13333.0
3301,2017-10-05 11:20:05.194350,44.75,10526.32,13157.0
3302,2017-10-05 11:20:06.217790,45.25,10416.67,13513.0
3303,2017-10-05 11:20:07.257528,45.25,11111.11,12987.0
3304,2017-10-05 11:20:08.296288,45.25,10526.32,13513.0
3305,2017-10-05 11:20:09.336129,44.75,10526.32,13157.0
3306,2017-10-05 11:20:10.375675,45.25,10638.3,13333.0
3307,2017-10-05 11:20:11.399143,45.25,9900.99,12987.0
3308,2017-10-05 11:20:12.437987,45.0,9259.26,12987.0
3309,2017-10-05 11:20:13.477592,45.25,10526.32,13333.0
3310,2017-10-05 11:20:14.517209,45.0,10752.69,13333.0
3311,2017-10-05 11:20:15.556729,45.5,10869.57,13333.0
3312,2017-10-05 11:20:16.580500,45.0,11363.64,13513.0
3313,2017-10-05 11:20:17.619905,44.75,11235.96,13333.0
3314,2017-10-05 11:20:18.659427,45.25,11494.25,13333.0
3315,2017-10-05 11:20:19.699105,45.0,10526.32,12987.0
3316,2017-10-05 11:20:20.722644,45.5,10869.57,13333.0
3317,2017-10-05 11:20:21.762420,45.0,9900.99,12987.0
3318,2017-10-05 11:20:22.801648,45.0,11111.11,13513.0
3319,2017-10-05 11:20:23.841285,44.75,9259.26,12820.0
3320,2017-10-05 11:20:24.880665,44.75,9900.99,13157.0
3321,2017-10-05 11:20:25.904439,44.75,10752.69,13333.0
3322,2017-10-05 11:20:26.944234,45.25,10869.57,13157.0
3323,2017-10-05 11:20:27.983683,44.75,9523.81,12987.0
3324,2017-10-05 11:20:29.023029,45.0,10526.32,12987.0
3325,2017-10-05 11:20:30.046796,45.0,10869.57,14285.0
3326,2017-10-05 11:20:31.086157,44.5,10869.57,13333.0
3327,2017-10-05 11:20:32.125582,45.0,10416.67,13333.0
3328,2017-10-05 11:20:33.165315,44.5,10752.69,13513.0
3329,2017-10-05 11:20:34.204973,44.25,10526.32,13157.0
3330,2017-10-05 11:20:35.228552,44.5,10869.57,13333.0
3331,2017-10-05 11:20:36.268277,45.5,10526.32,13333.0
3332,2017-10-05 11:20:37.307588,45.25,10752.69,13333.0
3333,2017-10-05 11:20:38.347403,45.25,11235.96,13333.0
3334,2017-10-05 11:20:39.370953,44.5,10752.69,13333.0
3335,2017-10-05 11:20:40.410395,44.75,9803.92,13157.0
3336,2017-10-05 11:20:41.450053,44.75,10416.67,12987.0
3337,2017-10-05 11:20:42.489666,45.0,10989.01,13513.0
3338,2017-10-05 11:20:43.528968,44.5,10752.69,13157.0
3339,2017-10-05 11:20:44.552801,44.75,10000.0,13157.0
3340,2017-10-05 11:20:45.592077,45.0,11111.11,13157.0
3341,2017-10-05 11:20:46.631617,45.0,10526.32,13333.0
3342,2017-10-05 11:20:47.671250,44.5,10101.01,13333.0
3343,2017-10-05 11:20:48.694978,45.0,10752.69,13513.0
3344,2017-10-05 11:20:49.734395,45.0,10416.67,13513.0
3345,2017-10-05 11:20:50.774186,45.25,9615.38,12987.0
3346,2017-10-05 11:20:51.813387,45.0,10416.67,12987.0
3347,2017-10-05 11:20:52.853326,44.5,10416.67,13333.0
3348,2017-10-05 11:20:53.876893,45.0,10416.67,13333.0
3349,2017-10-05 11:20:54.916205,44.75,9708.74,12987.0
3350,2017-10-05 11:20:55.955718,44.75,10526.32,12987.0
3351,2017-10-05 11:20:56.995713,44.75,10000.0,13333.0
3352,2017-10-05 11:20:58.018880,44.25,10752.69,13513.0
3353,2017-10-05 11:20:59.058433,45.0,10869.57,13333.0
3354,2017-10-05 11:21:00.097946,44.75,10416.67,13333.0
3355,2017-10-05 11:21:01.137535,44.75,10416.67,13157.0
3356,2017-10-05 11:21:02.177104,44.75,10526.32,12987.0
3357,2017-10-05 11:21:03.200703,44.75,10416.67,12987.0
3358,2017-10-05 11:21:04.240331,44.75,9900.99,13333.0
3359,2017-10-05 11:21:05.279999,45.0,10752.69,13157.0
3360,2017-10-05 11:21:06.319306,44.25,10526.32,13333.0
3361,2017-10-05 11:21:07.343182,44.75,10416.67,13157.0
3362,2017-10-05 11:21:08.382489,44.25,11111.11,13333.0
3363,2017-10-05 11:21:09.422087,45.0,10752.69,13333.0
3364,2017-10-05 11:21:10.461550,44.5,9803.92,12987.0
3365,2017-10-05 11:21:11.501162,44.75,10869.57,13513.0
3366,2017-10-05 11:21:12.524817,45.0,10416.67,13157.0
3367,2017-10-05 11:21:13.564258,45.0,10416.67,13157.0
3368,2017-10-05 11:21:14.603975,44.75,10000.0,13157.0
3369,2017-10-05 11:21:15.643477,45.0,10309.28,13157.0
3370,2017-10-05 11:21:16.682885,44.5,10416.67,13333.0
3371,2017-10-05 11:21:17.706535,44.75,10416.67,12987.0
3372,2017-10-05 11:21:18.746281,44.5,10989.01,13888.0
3373,2017-10-05 11:21:19.785733,45.0,10416.67,13513.0
3374,2017-10-05 11:21:20.825539,44.5,10101.01,13333.0
3375,2017-10-05 11:21:21.849172,44.75,10416.67,13333.0
3376,2017-10-05 11:21:22.888693,44.75,10869.57,13333.0
3377,2017-10-05 11:21:23.928477,44.5,11235.96,12987.0
3378,2017-10-05 11:21:24.967677,44.75,10416.67,12987.0
3379,2017-10-05 11:21:26.007380,44.5,10416.67,13157.0
3380,2017-10-05 11:21:27.030940,45.0,10309.28,12987.0
3381,2017-10-05 11:21:28.070380,44.5,10416.67,13157.0
3382,2017-10-05 11:21:29.110155,44.75,10869.57,13157.0
3383,2017-10-05 11:21:30.149569,44.75,10000.0,13333.0
3384,2017-10-05 11:21:31.173301,45.0,10416.67,13513.0
3385,2017-10-05 11:21:32.212996,45.25,10638.3,13513.0
3386,2017-10-05 11:21:33.252383,45.0,10416.67,13157.0
3387,2017-10-05 11:21:34.292274,44.75,10416.67,12987.0
3388,2017-10-05 11:21:35.331421,44.75,10416.67,13157.0
3389,2017-10-05 11:21:36.355137,45.25,9803.92,13157.0
3390,2017-10-05 11:21:37.394667,44.75,10416.67,12987.0
3391,2017-10-05 11:21:38.434187,45.0,10526.32,13513.0
3392,2017-10-05 11:21:39.473923,44.5,10416.67,13157.0
3393,2017-10-05 11:21:40.497415,44.75,10000.0,13333.0
3394,2017-10-05 11:21:41.551624,44.5,10638.3,13157.0
3395,2017-10-05 11:21:42.576628,44.25,10309.28,13157.0
3396,2017-10-05 11:21:43.616314,45.0,10204.08,13333.0
3397,2017-10-05 11:21:44.655785,44.25,10309.28,13157.0
3398,2017-10-05 11:21:45.679548,44.5,9345.79,12987.0
3399,2017-10-05 11:21:46.719240,44.0,10309.28,12987.0
3400,2017-10-05 11:21:47.759218,44.75,10416.67,13157.0
3401,2017-10-05 11:21:48.797823,44.5,10638.3,13333.0
3402,2017-10-05 11:21:49.821555,44.5,9708.74,12987.0
3403,2017-10-05 11:21:50.861404,44.5,10309.28,13157.0
3404,2017-10-05 11:21:51.900763,45.0,10309.28,13333.0
3405,2017-10-05 11:21:52.940262,45.0,10416.67,13157.0
3406,2017-10-05 11:21:53.979741,44.25,9900.99,12987.0
3407,2017-10-05 11:21:55.003567,45.0,10752.69,13333.0
3408,2017-10-05 11:21:56.043018,44.75,10526.32,13333.0
3409,2017-10-05 11:21:57.082552,44.5,10309.28,13513.0
3410,2017-10-05 11:21:58.122090,44.75,10638.3,13333.0
3411,2017-10-05 11:21:59.145650,45.0,9803.92,12987.0
3412,2017-10-05 11:22:00.185211,44.25,9708.74,13157.0
3413,2017-10-05 11:22:01.224776,44.75,10101.01,13333.0
3414,2017-10-05 11:22:02.264631,44.5,10309.28,13333.0
3415,2017-10-05 11:22:03.303849,44.75,10309.28,13157.0
3416,2017-10-05 11:22:04.327973,44.25,10204.08,12987.0
3417,2017-10-05 11:22:05.367135,44.0,10526.32,13513.0
3418,2017-10-05 11:22:06.406817,44.5,10638.3,13333.0
3419,2017-10-05 11:22:07.446256,44.5,10526.32,13333.0
3420,2017-10-05 11:22:08.469969,44.75,10416.67,14705.0
3421,2017-10-05 11:22:09.509541,44.5,10752.69,13513.0
3422,2017-10-05 11:22:10.548988,44.75,10416.67,12987.0
3423,2017-10-05 11:22:11.588757,44.0,10416.67,13333.0
3424,2017-10-05 11:22:12.627917,44.5,11111.11,13333.0
3425,2017-10-05 11:22:13.651465,44.5,10309.28,13333.0
3426,2017-10-05 11:22:14.691358,44.25,10101.01,13333.0
3427,2017-10-05 11:22:15.730602,44.5,10000.0,12987.0
3428,2017-10-05 11:22:16.770208,44.5,9615.38,12500.0
3429,2017-10-05 11:22:17.793775,44.75,10000.0,13333.0
3430,2017-10-05 11:22:18.833481,44.25,10309.28,13157.0
3431,2017-10-05 11:22:19.872795,44.25,10416.67,13157.0
3432,2017-10-05 11:22:20.912447,44.5,10309.28,12987.0
3433,2017-10-05 11:22:21.951960,44.25,10416.67,13513.0
3434,2017-10-05 11:22:22.975451,44.25,10204.08,13333.0
3435,2017-10-05 11:22:24.015053,44.25,10526.32,13157.0
3436,2017-10-05 11:22:25.054697,44.75,10752.69,13333.0
3437,2017-10-05 11:22:26.094249,44.75,10309.28,13157.0
3438,2017-10-05 11:22:27.133664,44.5,10309.28,13513.0
3439,2017-10-05 11:22:28.157641,44.5,9803.92,14492.0
3440,2017-10-05 11:22:29.197045,44.25,10000.0,12987.0
3441,2017-10-05 11:22:30.236499,44.25,10101.01,13157.0
3442,2017-10-05 11:22:31.276056,44.75,9803.92,13157.0
3443,2017-10-05 11:22:32.299849,44.25,10101.01,13333.0
3444,2017-10-05 11:22:33.339504,44.25,10309.28,12987.0
3445,2017-10-05 11:22:34.378953,44.25,10309.28,13333.0
3446,2017-10-05 11:22:35.418407,44.75,9900.99,13157.0
3447,2017-10-05 11:22:36.457825,44.75,10309.28,13513.0
3448,2017-10-05 11:22:37.481719,44.25,10416.67,12987.0
3449,2017-10-05 11:22:38.521261,44.5,11111.11,13157.0
3450,2017-10-05 11:22:39.560674,44.5,10204.08,13333.0
3451,2017-10-05 11:22:40.600403,44.5,10416.67,13333.0
3452,2017-10-05 11:22:41.623778,44.75,10309.28,12987.0
3453,2017-10-05 11:22:42.663787,44.75,10309.28,13513.0
3454,2017-10-05 11:22:43.703317,44.25,10638.3,13513.0
3455,2017-10-05 11:22:44.742612,44.75,10101.01,13333.0
3456,2017-10-05 11:22:45.782151,44.25,9708.74,13157.0
3457,2017-10-05 11:22:46.805792,44.25,9433.96,13157.0
3458,2017-10-05 11:22:47.845650,44.25,10309.28,12987.0
3459,2017-10-05 11:22:48.884869,44.25,10309.28,13157.0
3460,2017-10-05 11:22:49.924441,44.75,10309.28,13333.0
3461,2017-10-05 11:22:50.948284,44.5,10309.28,13157.0
3462,2017-10-05 11:22:51.987813,44.75,10101.01,12987.0
3463,2017-10-05 11:22:53.027321,44.5,10309.28,13333.0
3464,2017-10-05 11:22:54.066835,44.25,10309.28,13157.0
3465,2017-10-05 11:22:55.106242,44.75,10869.57,12820.0
3466,2017-10-05 11:22:56.130351,44.5,10309.28,13157.0
3467,2017-10-05 11:22:57.169681,44.0,10309.28,13157.0
3468,2017-10-05 11:22:58.209366,43.75,10309.28,13333.0
3469,2017-10-05 11:22:59.248917,44.75,10309.28,13333.0
3470,2017-10-05 11:23:00.272334,44.25,9708.74,13157.0
3471,2017-10-05 11:23:01.311729,44.25,9900.99,12987.0
3472,2017-10-05 11:23:02.351589,43.75,10989.01,13333.0
3473,2017-10-05 11:23:03.390794,44.25,10869.57,13333.0
3474,2017-10-05 11:23:04.430629,44.25,10309.28,13333.0
3475,2017-10-05 11:23:05.454004,44.25,10309.28,13157.0
3476,2017-10-05 11:23:06.493816,44.5,10869.57,13333.0
3477,2017-10-05 11:23:07.533235,44.25,10309.28,13157.0
3478,2017-10-05 11:23:08.572727,44.25,10416.67,13333.0
3479,2017-10-05 11:23:09.596711,44.25,10309.28,12987.0
3480,2017-10-05 11:23:10.635972,44.25,10309.28,13513.0
3481,2017-10-05 11:23:11.675684,44.25,9900.99,13333.0
3482,2017-10-05 11:23:12.715134,44.25,10309.28,12987.0
3483,2017-10-05 11:23:13.754623,44.5,10309.28,13513.0
3484,2017-10-05 11:23:14.778270,44.5,10309.28,13698.0
3485,2017-10-05 11:23:15.818093,44.25,10309.28,13333.0
3486,2017-10-05 11:23:16.857404,44.25,10309.28,13333.0
3487,2017-10-05 11:23:17.897114,44.0,10101.01,13333.0
3488,2017-10-05 11:23:18.920728,44.25,10989.01,13333.0
3489,2017-10-05 11:23:19.960178,44.5,9708.74,12987.0
3490,2017-10-05 11:23:20.999938,44.5,9523.81,12987.0
3491,2017-10-05 11:23:22.039422,44.25,10416.67,13513.0
3492,2017-10-05 11:23:23.078947,44.0,10309.28,13333.0
3493,2017-10-05 11:23:24.102530,44.0,10309.28,13333.0
3494,2017-10-05 11:23:25.142248,43.75,10309.28,12987.0
3495,2017-10-05 11:23:26.181638,44.0,10309.28,12987.0
3496,2017-10-05 11:23:27.221139,44.0,9803.92,13157.0
3497,2017-10-05 11:23:28.245085,43.75,10000.0,12987.0
3498,2017-10-05 11:23:29.284595,44.25,11111.11,13157.0
3499,2017-10-05 11:23:30.324249,44.25,10638.3,13513.0
3500,2017-10-05 11:23:31.363782,44.25,10000.0,13157.0
3501,2017-10-05 11:23:32.403262,44.25,10101.01,13157.0
3502,2017-10-05 11:23:33.427044,44.0,10752.69,13513.0
3503,2017-10-05 11:23:34.466394,43.75,10309.28,13157.0
3504,2017-10-05 11:23:35.506051,44.25,10309.28,13157.0
3505,2017-10-05 11:23:36.545533,44.0,10309.28,13333.0
3506,2017-10-05 11:23:37.569079,43.75,10101.01,13333.0
3507,2017-10-05 11:23:38.608929,44.0,10101.01,13333.0
3508,2017-10-05 11:23:39.648455,44.0,10752.69,13513.0
3509,2017-10-05 11:23:40.687791,44.25,10309.28,13157.0
3510,2017-10-05 11:23:41.727868,44.0,10309.28,13333.0
3511,2017-10-05 11:23:42.751068,44.25,10309.28,13333.0
3512,2017-10-05 11:23:43.790757,43.75,10000.0,13333.0
3513,2017-10-05 11:23:44.830194,44.25,10204.08,13333.0
3514,2017-10-05 11:23:45.869698,44.25,9615.38,13333.0
3515,2017-10-05 11:23:46.893592,44.0,10309.28,13333.0
3516,2017-10-05 11:23:47.932923,44.25,10000.0,13157.0
3517,2017-10-05 11:23:48.972355,44.5,10309.28,13333.0
3518,2017-10-05 11:23:50.011960,43.75,10309.28,13333.0
3519,2017-10-05 11:23:51.051486,43.75,10309.28,13157.0
3520,2017-10-05 11:23:52.075214,44.0,10309.28,13513.0
3521,2017-10-05 11:23:53.114701,44.0,10309.28,13157.0
3522,2017-10-05 11:23:54.154232,44.75,10416.67,13333.0
3523,2017-10-05 11:23:55.193874,44.0,10526.32,13513.0
3524,2017-10-05 11:23:56.217616,43.75,9708.74,12987.0
3525,2017-10-05 11:23:57.257047,44.0,10309.28,13333.0
3526,2017-10-05 11:23:58.296672,44.0,10416.67,13513.0
3527,2017-10-05 11:23:59.335628,44.5,10416.67,13333.0
3528,2017-10-05 11:24:00.375296,43.75,10101.01,13333.0
3529,2017-10-05 11:24:01.398934,43.75,10309.28,13333.0
3530,2017-10-05 11:24:02.438124,43.5,10416.67,13333.0
3531,2017-10-05 11:24:03.477768,44.25,10869.57,13513.0
3532,2017-10-05 11:24:04.517279,43.75,9708.74,13157.0
3533,2017-10-05 11:24:05.557185,44.0,10204.08,13157.0
3534,2017-10-05 11:24:06.580709,43.75,9900.99,12987.0
3535,2017-10-05 11:24:07.619833,43.25,10204.08,13333.0
3536,2017-10-05 11:24:08.659945,43.5,10309.28,13333.0
3537,2017-10-05 11:24:09.699096,44.0,10204.08,12987.0
3538,2017-10-05 11:24:10.722891,43.5,10638.3,13513.0
3539,2017-10-05 11:24:11.762130,43.75,10101.01,12987.0
3540,2017-10-05 11:24:12.801828,44.0,10204.08,13888.0
3541,2017-10-05 11:24:13.841622,44.0,10101.01,13333.0
3542,2017-10-05 11:24:14.881069,44.0,10101.01,13333.0
3543,2017-10-05 11:24:15.904673,44.0,10869.57,13513.0
3544,2017-10-05 11:24:16.944361,44.0,10101.01,13157.0
3545,2017-10-05 11:24:17.983775,43.5,10101.01,13698.0
3546,2017-10-05 11:24:19.023441,44.0,10101.01,13333.0
