,DateTime,Temperature,SensorTemp,SensorMoist
101,2017-10-05 16:38:52.484868,79.25,21276.6,13157.0
102,2017-10-05 16:38:53.524228,80.0,19607.84,13333.0
103,2017-10-05 16:38:54.563963,79.25,20000.0,13333.0
104,2017-10-05 16:38:55.587598,78.75,19607.84,13157.0
105,2017-10-05 16:38:56.627181,78.75,18867.92,13333.0
106,2017-10-05 16:38:57.666830,79.0,18181.82,13333.0
107,2017-10-05 16:38:58.706340,79.0,19230.77,13157.0
108,2017-10-05 16:38:59.729805,79.0,19230.77,13157.0
109,2017-10-05 16:39:00.769349,79.25,19230.77,13157.0
110,2017-10-05 16:39:01.809188,79.0,22222.22,13157.0
111,2017-10-05 16:39:02.848517,79.0,17543.86,13333.0
112,2017-10-05 16:39:03.888015,78.75,22222.22,12987.0
113,2017-10-05 16:39:04.911471,78.5,20408.16,13333.0
114,2017-10-05 16:39:05.951397,78.75,19230.77,13157.0
115,2017-10-05 16:39:06.990658,78.25,18518.52,13157.0
116,2017-10-05 16:39:08.030352,78.75,18518.52,12820.0
117,2017-10-05 16:39:09.053991,78.5,17857.14,13513.0
118,2017-10-05 16:39:10.093815,78.5,18518.52,13888.0
119,2017-10-05 16:39:11.133167,78.25,19230.77,13157.0
120,2017-10-05 16:39:12.172786,78.25,21739.13,13333.0
121,2017-10-05 16:39:13.212529,78.5,21739.13,13157.0
122,2017-10-05 16:39:14.235867,78.0,21276.6,13157.0
123,2017-10-05 16:39:15.275478,78.5,17241.38,12987.0
124,2017-10-05 16:39:16.315336,78.25,19230.77,13333.0
125,2017-10-05 16:39:17.354599,78.25,19230.77,13513.0
126,2017-10-05 16:39:18.378661,77.5,19230.77,13157.0
127,2017-10-05 16:39:19.417958,77.75,22222.22,13157.0
128,2017-10-05 16:39:20.457211,77.5,19230.77,13157.0
129,2017-10-05 16:39:21.496777,77.5,24390.24,13157.0
130,2017-10-05 16:39:22.536625,78.0,18867.92,12987.0
131,2017-10-05 16:39:23.559926,78.0,21739.13,13157.0
132,2017-10-05 16:39:24.599519,78.0,19230.77,13157.0
133,2017-10-05 16:39:25.639148,77.0,19230.77,13157.0
134,2017-10-05 16:39:26.678724,77.75,23809.52,13333.0
135,2017-10-05 16:39:27.702722,77.75,18867.92,12987.0
136,2017-10-05 16:39:28.741799,77.75,18518.52,13513.0
137,2017-10-05 16:39:29.781453,77.75,18867.92,13513.0
138,2017-10-05 16:39:30.821157,77.25,23255.81,13157.0
139,2017-10-05 16:39:31.860665,77.5,19230.77,13157.0
140,2017-10-05 16:39:32.884209,77.25,19230.77,13333.0
141,2017-10-05 16:39:33.923573,77.25,19230.77,13513.0
142,2017-10-05 16:39:34.963640,77.5,19230.77,13513.0
143,2017-10-05 16:39:36.002759,77.5,18867.92,13157.0
144,2017-10-05 16:39:37.042611,77.5,19230.77,13698.0
145,2017-10-05 16:39:38.066047,77.0,18181.82,12820.0
146,2017-10-05 16:39:39.105623,77.0,19230.77,13157.0
147,2017-10-05 16:39:40.145176,77.0,17857.14,13157.0
148,2017-10-05 16:39:41.184736,77.25,19230.77,12987.0
149,2017-10-05 16:39:42.208230,76.75,18518.52,13157.0
150,2017-10-05 16:39:43.247909,77.25,19230.77,13513.0
151,2017-10-05 16:39:44.287354,77.0,18867.92,13513.0
152,2017-10-05 16:39:45.326990,77.0,19230.77,13157.0
153,2017-10-05 16:39:46.366702,76.5,19230.77,13333.0
154,2017-10-05 16:39:47.390149,77.25,18867.92,12987.0
155,2017-10-05 16:39:48.429629,76.75,20833.33,13513.0
156,2017-10-05 16:39:49.469340,77.25,18181.82,13333.0
157,2017-10-05 16:39:50.508994,77.25,17857.14,13333.0
158,2017-10-05 16:39:51.532270,76.25,17241.38,13157.0
159,2017-10-05 16:39:52.571976,76.5,18867.92,12987.0
160,2017-10-05 16:39:53.611488,77.0,18867.92,13333.0
161,2017-10-05 16:39:54.651014,76.75,17543.86,13157.0
162,2017-10-05 16:39:55.690786,77.0,18867.92,13513.0
163,2017-10-05 16:39:56.714422,76.75,18867.92,13157.0
164,2017-10-05 16:39:57.753662,76.75,18867.92,13333.0
165,2017-10-05 16:39:58.793158,76.5,18867.92,13513.0
166,2017-10-05 16:39:59.832654,77.0,18181.82,13513.0
167,2017-10-05 16:40:00.856224,76.5,17543.86,13333.0
168,2017-10-05 16:40:01.895710,76.5,21739.13,13333.0
169,2017-10-05 16:40:02.935282,76.25,18518.52,12987.0
170,2017-10-05 16:40:03.975175,76.25,18867.92,13157.0
171,2017-10-05 16:40:05.014405,76.75,22727.27,13157.0
172,2017-10-05 16:40:06.038048,76.75,19607.84,13157.0
173,2017-10-05 16:40:07.077598,76.5,18867.92,12820.0
174,2017-10-05 16:40:08.117454,76.25,20833.33,12987.0
175,2017-10-05 16:40:09.156652,76.25,18518.52,13157.0
176,2017-10-05 16:40:10.180391,76.5,18867.92,13333.0
177,2017-10-05 16:40:11.219879,76.0,20408.16,13333.0
178,2017-10-05 16:40:12.259360,76.5,16393.44,13333.0
179,2017-10-05 16:40:13.299026,75.5,18181.82,12500.0
180,2017-10-05 16:40:14.338666,76.0,18518.52,13157.0
181,2017-10-05 16:40:15.362067,76.0,18181.82,13157.0
182,2017-10-05 16:40:16.401833,76.5,18181.82,13157.0
183,2017-10-05 16:40:17.441155,76.0,17241.38,13333.0
184,2017-10-05 16:40:18.480722,76.25,18181.82,13333.0
185,2017-10-05 16:40:19.520392,75.75,18181.82,12820.0
186,2017-10-05 16:40:20.543868,76.0,18181.82,13157.0
187,2017-10-05 16:40:21.583783,76.0,16393.44,11904.0
188,2017-10-05 16:40:22.622843,76.0,17543.86,12987.0
189,2017-10-05 16:40:23.662852,75.5,18181.82,12987.0
190,2017-10-05 16:40:24.686440,76.0,18181.82,13333.0
191,2017-10-05 16:40:25.725712,75.75,17241.38,13333.0
192,2017-10-05 16:40:26.765310,75.75,18181.82,12987.0
193,2017-10-05 16:40:27.804906,76.0,18181.82,12987.0
194,2017-10-05 16:40:28.844429,76.0,17241.38,12987.0
195,2017-10-05 16:40:29.868206,75.5,18181.82,12048.0
196,2017-10-05 16:40:30.907387,76.0,18181.82,13333.0
197,2017-10-05 16:40:31.947090,75.75,20833.33,12987.0
198,2017-10-05 16:40:32.986972,75.75,23809.52,12987.0
199,2017-10-05 16:40:34.010446,75.75,18181.82,13333.0
200,2017-10-05 16:40:35.049954,75.5,16393.44,12987.0
201,2017-10-05 16:40:36.089231,76.0,16666.67,13157.0
202,2017-10-05 16:40:37.129012,75.5,18181.82,13157.0
203,2017-10-05 16:40:38.168331,75.75,18181.82,13513.0
204,2017-10-05 16:40:39.192075,75.25,18181.82,13333.0
205,2017-10-05 16:40:40.231805,75.75,18181.82,13513.0
206,2017-10-05 16:40:41.271211,75.0,17857.14,13513.0
207,2017-10-05 16:40:42.310919,75.75,18181.82,13333.0
208,2017-10-05 16:40:43.334559,75.0,18181.82,12658.0
209,2017-10-05 16:40:44.373876,75.25,16949.15,13157.0
210,2017-10-05 16:40:45.413511,75.25,18181.82,13333.0
211,2017-10-05 16:40:46.453331,75.25,20408.16,13333.0
212,2017-10-05 16:40:47.492845,75.5,18181.82,13513.0
213,2017-10-05 16:40:48.516229,75.5,18181.82,13333.0
214,2017-10-05 16:40:49.555777,75.25,19230.77,13157.0
215,2017-10-05 16:40:50.595321,75.0,18181.82,13157.0
216,2017-10-05 16:40:51.635044,75.0,18181.82,13513.0
217,2017-10-05 16:40:52.658701,75.0,16666.67,12987.0
218,2017-10-05 16:40:53.698251,75.5,21739.13,13157.0
219,2017-10-05 16:40:54.737553,75.25,19607.84,13157.0
220,2017-10-05 16:40:55.777280,75.5,17857.14,13333.0
221,2017-10-05 16:40:56.816975,75.0,15873.02,13333.0
222,2017-10-05 16:40:57.840498,74.75,16949.15,12987.0
223,2017-10-05 16:40:58.879851,74.75,17543.86,12820.0
224,2017-10-05 16:40:59.919315,75.0,16393.44,13157.0
225,2017-10-05 16:41:00.959042,75.25,15873.02,13157.0
226,2017-10-05 16:41:01.982643,75.25,20408.16,12987.0
227,2017-10-05 16:41:03.022253,75.25,17857.14,13157.0
228,2017-10-05 16:41:04.061946,75.25,16666.67,12987.0
229,2017-10-05 16:41:05.101527,75.0,18518.52,13333.0
230,2017-10-05 16:41:06.141015,75.0,17543.86,13157.0
231,2017-10-05 16:41:07.164898,74.5,17543.86,13333.0
232,2017-10-05 16:41:08.204399,74.5,17543.86,13157.0
233,2017-10-05 16:41:09.243869,75.25,16949.15,13157.0
234,2017-10-05 16:41:10.283249,74.5,16949.15,13333.0
235,2017-10-05 16:41:11.322824,75.0,19607.84,12987.0
236,2017-10-05 16:41:12.346555,74.75,19230.77,13157.0
237,2017-10-05 16:41:13.385891,75.25,16666.67,12987.0
238,2017-10-05 16:41:14.425396,74.75,16129.03,13157.0
239,2017-10-05 16:41:15.465049,75.25,17543.86,13513.0
240,2017-10-05 16:41:16.488832,75.0,15873.02,12987.0
241,2017-10-05 16:41:17.528494,74.25,16393.44,13157.0
242,2017-10-05 16:41:18.568094,74.0,20408.16,13157.0
243,2017-10-05 16:41:19.607447,75.0,16666.67,12987.0
244,2017-10-05 16:41:20.647137,74.5,18518.52,12820.0
245,2017-10-05 16:41:21.670433,74.75,17857.14,13333.0
246,2017-10-05 16:41:22.710071,74.75,17241.38,13888.0
247,2017-10-05 16:41:23.749654,74.0,17241.38,13333.0
248,2017-10-05 16:41:24.789232,74.25,19230.77,13513.0
249,2017-10-05 16:41:25.812777,74.25,17543.86,13333.0
250,2017-10-05 16:41:26.852285,74.0,17543.86,13333.0
251,2017-10-05 16:41:27.891887,73.75,15873.02,13157.0
252,2017-10-05 16:41:28.931713,74.25,19230.77,13157.0
253,2017-10-05 16:41:29.971018,73.75,15873.02,13157.0
254,2017-10-05 16:41:30.994763,73.75,17543.86,13513.0
255,2017-10-05 16:41:32.034136,74.25,17543.86,13333.0
256,2017-10-05 16:41:33.074171,74.25,20000.0,13157.0
257,2017-10-05 16:41:34.113238,74.0,16129.03,13333.0
258,2017-10-05 16:41:35.136983,74.25,18867.92,13157.0
259,2017-10-05 16:41:36.176588,74.25,16129.03,13333.0
260,2017-10-05 16:41:37.215894,74.0,20000.0,12987.0
261,2017-10-05 16:41:38.255666,74.5,19607.84,12987.0
262,2017-10-05 16:41:39.295160,74.0,17241.38,13157.0
263,2017-10-05 16:41:40.318620,74.0,16393.44,13333.0
264,2017-10-05 16:41:41.358271,74.0,19230.77,13157.0
265,2017-10-05 16:41:42.397919,74.0,18518.52,13157.0
266,2017-10-05 16:41:43.437451,74.0,17543.86,13333.0
267,2017-10-05 16:41:44.461068,74.5,17543.86,12820.0
268,2017-10-05 16:41:45.500620,74.25,16666.67,13333.0
269,2017-10-05 16:41:46.540183,73.5,18867.92,13157.0
270,2017-10-05 16:41:47.579785,74.0,16393.44,13157.0
271,2017-10-05 16:41:48.619321,74.0,19230.77,13333.0
272,2017-10-05 16:41:49.642796,74.0,16393.44,13157.0
273,2017-10-05 16:41:50.682389,74.0,18867.92,13157.0
274,2017-10-05 16:41:51.721860,73.75,17857.14,13333.0
275,2017-10-05 16:41:52.761613,73.75,17543.86,12987.0
276,2017-10-05 16:41:53.785035,73.5,16949.15,12820.0
277,2017-10-05 16:41:54.824558,74.0,17543.86,13513.0
278,2017-10-05 16:41:55.864130,73.75,16393.44,13513.0
279,2017-10-05 16:41:56.903552,74.0,17543.86,13333.0
280,2017-10-05 16:41:57.943180,73.75,17857.14,12987.0
281,2017-10-05 16:41:58.967135,73.75,16393.44,13157.0
282,2017-10-05 16:42:00.006336,73.5,18518.52,13157.0
283,2017-10-05 16:42:01.046025,73.75,17543.86,13157.0
284,2017-10-05 16:42:02.085754,73.5,16949.15,12820.0
285,2017-10-05 16:42:03.124949,73.5,17543.86,13157.0
286,2017-10-05 16:42:04.149167,73.0,18518.52,12987.0
287,2017-10-05 16:42:05.188220,73.25,17543.86,14492.0
288,2017-10-05 16:42:06.227939,73.5,18518.52,12987.0
289,2017-10-05 16:42:07.267564,73.25,16666.67,13513.0
290,2017-10-05 16:42:08.291172,72.5,18181.82,13157.0
291,2017-10-05 16:42:09.330559,72.75,15384.62,13513.0
292,2017-10-05 16:42:10.370296,73.5,18518.52,13513.0
293,2017-10-05 16:42:11.409733,73.0,16949.15,13333.0
294,2017-10-05 16:42:12.449390,72.5,16949.15,12820.0
295,2017-10-05 16:42:13.473046,73.0,16949.15,13333.0
296,2017-10-05 16:42:14.512654,72.5,19230.77,13157.0
297,2017-10-05 16:42:15.552048,72.75,19230.77,13333.0
298,2017-10-05 16:42:16.591397,73.25,15384.62,13157.0
299,2017-10-05 16:42:17.615190,72.5,16666.67,13333.0
300,2017-10-05 16:42:18.654443,73.0,16666.67,12820.0
301,2017-10-05 16:42:19.694163,72.75,16949.15,13157.0
302,2017-10-05 16:42:20.733719,73.25,16949.15,13333.0
303,2017-10-05 16:42:21.773268,72.75,18867.92,13157.0
304,2017-10-05 16:42:22.796991,73.0,16393.44,13157.0
305,2017-10-05 16:42:23.836501,73.0,15384.62,13698.0
306,2017-10-05 16:42:24.875859,73.0,16129.03,13333.0
307,2017-10-05 16:42:25.915407,72.5,17857.14,13157.0
308,2017-10-05 16:42:26.939063,73.0,16949.15,13513.0
309,2017-10-05 16:42:27.978746,72.75,18867.92,13157.0
310,2017-10-05 16:42:29.018043,73.0,14925.37,13333.0
311,2017-10-05 16:42:30.058112,72.75,15384.62,13333.0
312,2017-10-05 16:42:31.097103,72.5,17857.14,13157.0
313,2017-10-05 16:42:32.120717,72.0,16949.15,12987.0
314,2017-10-05 16:42:33.160641,72.5,19230.77,13333.0
315,2017-10-05 16:42:34.199984,72.5,16666.67,13157.0
316,2017-10-05 16:42:35.239752,72.5,16666.67,12195.0
317,2017-10-05 16:42:36.263239,72.25,16949.15,13333.0
318,2017-10-05 16:42:37.302829,72.5,17857.14,13333.0
319,2017-10-05 16:42:38.342301,72.5,15151.52,13333.0
320,2017-10-05 16:42:39.382017,72.25,15873.02,13157.0
321,2017-10-05 16:42:40.421344,72.75,18181.82,13333.0
322,2017-10-05 16:42:41.444936,72.0,16949.15,13513.0
323,2017-10-05 16:42:42.484460,72.25,15625.0,13157.0
324,2017-10-05 16:42:43.524274,72.5,18181.82,13333.0
325,2017-10-05 16:42:44.563591,72.5,16129.03,13333.0
326,2017-10-05 16:42:45.587391,72.5,16949.15,12987.0
327,2017-10-05 16:42:46.627035,72.0,16129.03,13333.0
328,2017-10-05 16:42:47.666442,72.5,14925.37,13333.0
329,2017-10-05 16:42:48.705814,72.5,16949.15,13157.0
330,2017-10-05 16:42:49.745434,72.5,16666.67,13333.0
331,2017-10-05 16:42:50.768868,72.25,17241.38,13333.0
332,2017-10-05 16:42:51.808496,72.75,17241.38,13157.0
333,2017-10-05 16:42:52.848283,72.0,16129.03,13157.0
334,2017-10-05 16:42:53.887436,72.5,18518.52,13333.0
335,2017-10-05 16:42:54.926947,72.5,16666.67,13157.0
336,2017-10-05 16:42:55.950666,72.5,16666.67,12987.0
337,2017-10-05 16:42:56.990306,72.5,15384.62,12820.0
338,2017-10-05 16:42:58.029777,72.75,16393.44,13157.0
339,2017-10-05 16:42:59.069618,72.0,16666.67,12987.0
340,2017-10-05 16:43:00.092996,72.5,15873.02,12987.0
341,2017-10-05 16:43:01.132581,72.5,15873.02,13157.0
342,2017-10-05 16:43:02.172349,72.5,15873.02,13157.0
343,2017-10-05 16:43:03.211676,72.0,15625.0,13333.0
344,2017-10-05 16:43:04.251221,72.25,16129.03,12820.0
345,2017-10-05 16:43:05.275082,72.0,17241.38,12987.0
346,2017-10-05 16:43:06.314418,72.0,17543.86,13157.0
347,2017-10-05 16:43:07.354317,72.25,16666.67,12987.0
348,2017-10-05 16:43:08.393771,72.25,18518.52,13333.0
349,2017-10-05 16:43:09.417231,72.25,14925.37,13333.0
350,2017-10-05 16:43:10.456900,72.0,18181.82,13157.0
351,2017-10-05 16:43:11.496932,72.25,16666.67,13333.0
352,2017-10-05 16:43:12.536049,71.75,16666.67,13333.0
353,2017-10-05 16:43:13.575527,71.75,18518.52,13157.0
354,2017-10-05 16:43:14.599160,71.75,20000.0,13157.0
355,2017-10-05 16:43:15.638746,71.75,18181.82,13157.0
356,2017-10-05 16:43:16.678240,71.5,15873.02,12820.0
357,2017-10-05 16:43:17.717915,71.5,16949.15,12987.0
358,2017-10-05 16:43:18.741367,71.25,16393.44,13333.0
359,2017-10-05 16:43:19.781184,71.5,15384.62,13157.0
360,2017-10-05 16:43:20.820507,71.75,16393.44,13333.0
361,2017-10-05 16:43:21.860345,71.5,16129.03,13157.0
362,2017-10-05 16:43:22.899579,71.5,16393.44,13513.0
363,2017-10-05 16:43:23.923238,71.5,16393.44,13157.0
364,2017-10-05 16:43:24.962865,71.5,17543.86,13157.0
365,2017-10-05 16:43:26.002491,71.5,16393.44,12820.0
366,2017-10-05 16:43:27.041956,71.25,16393.44,13333.0
367,2017-10-05 16:43:28.065726,71.5,16949.15,13157.0
368,2017-10-05 16:43:29.105391,71.5,15873.02,13333.0
369,2017-10-05 16:43:30.144833,71.25,16129.03,13157.0
370,2017-10-05 16:43:31.184452,71.25,15384.62,13157.0
371,2017-10-05 16:43:32.223985,71.0,17543.86,12987.0
372,2017-10-05 16:43:33.247632,71.25,17241.38,13157.0
373,2017-10-05 16:43:34.286935,71.5,15151.52,13157.0
374,2017-10-05 16:43:35.326596,70.5,17857.14,13333.0
375,2017-10-05 16:43:36.365979,71.25,14925.37,13513.0
376,2017-10-05 16:43:37.389537,71.25,13698.63,13333.0
377,2017-10-05 16:43:38.429077,71.0,14285.71,13333.0
378,2017-10-05 16:43:39.468856,70.75,16393.44,13333.0
379,2017-10-05 16:43:40.508113,70.75,17857.14,12987.0
380,2017-10-05 16:43:41.547812,71.0,16393.44,13333.0
381,2017-10-05 16:43:42.571364,70.75,16129.03,12987.0
382,2017-10-05 16:43:43.611091,71.25,15625.0,12987.0
383,2017-10-05 16:43:44.650520,70.75,15625.0,12987.0
384,2017-10-05 16:43:45.690194,71.0,15873.02,13333.0
385,2017-10-05 16:43:46.713643,70.75,15625.0,12987.0
386,2017-10-05 16:43:47.753132,71.25,16129.03,13513.0
387,2017-10-05 16:43:48.792816,71.0,16129.03,13157.0
388,2017-10-05 16:43:49.832677,70.75,15873.02,12987.0
389,2017-10-05 16:43:50.872332,71.0,13698.63,13333.0
390,2017-10-05 16:43:51.895355,71.0,16393.44,13333.0
391,2017-10-05 16:43:52.935122,70.75,16129.03,13157.0
392,2017-10-05 16:43:53.974643,70.75,16129.03,13333.0
393,2017-10-05 16:43:55.014063,70.5,16129.03,12987.0
394,2017-10-05 16:43:56.053733,71.0,16129.03,13157.0
395,2017-10-05 16:43:57.077496,71.0,16949.15,12345.0
396,2017-10-05 16:43:58.116818,71.0,16129.03,13333.0
397,2017-10-05 16:43:59.156615,70.5,15625.0,12987.0
398,2017-10-05 16:44:00.195990,70.75,16129.03,13157.0
399,2017-10-05 16:44:01.219623,71.0,15625.0,12820.0
400,2017-10-05 16:44:02.259121,70.5,15873.02,13333.0
401,2017-10-05 16:44:03.299022,70.75,15384.62,13157.0
402,2017-10-05 16:44:04.338443,70.75,16666.67,12987.0
403,2017-10-05 16:44:05.377943,70.5,15151.52,12500.0
404,2017-10-05 16:44:06.401619,70.5,16129.03,13157.0
405,2017-10-05 16:44:07.440940,70.25,15873.02,13157.0
406,2017-10-05 16:44:08.480443,71.0,15873.02,13333.0
